,Unnamed: 0,compound,negative,neutral,positive,screen_name,created_at,full_text,full_text_3,retweet_count,favorite_count,user_mentions
96,96,0.4588,0.096,0.6990000000000001,0.20600000000000002,TheStalwart,2019-03-20 21:09:22,RT New poll just out shows support for impeaching Trump has dropped to its lowest level from 43 to 36 mostly thanks ,New @CNN poll just out shows support for impeaching Trump has dropped to its lowest level - from 43% to 36% - mostly thanks to a 12-point drop among Democrats,681,0,"[{""screen_name"": ""ryanstruyk"", ""name"": ""Ryan Struyk"", ""id"": 309822757, ""id_str"": ""309822757"", ""indices"": [3, 14]}, {""screen_name"": ""CNN"", ""name"": ""CNN"", ""id"": 759251, ""id_str"": ""759251"", ""indices"": [20, 24]}]"
97,97,-0.3818,0.271,0.7290000000000001,0.0,TheStalwart,2019-03-20 23:46:50,RT Old school mmt fight pre Twitter and ,"Old school mmt fight, pre Twitter ⁦@TheStalwart⁩ and ⁦@jbarro⁩ ⁦@CardiffGarcia⁩ https://t.co/2uHjDAeWiY",4,0,"[{""screen_name"": ""AllisonSchrager"", ""name"": ""Allison Schrager"", ""id"": 81903192, ""id_str"": ""81903192"", ""indices"": [3, 19]}, {""screen_name"": ""TheStalwart"", ""name"": ""Joe Weisenthal"", ""id"": 14096763, ""id_str"": ""14096763"", ""indices"": [56, 68]}, {""screen_name"": ""jbarro"", ""name"": ""Josh Barro"", ""id"": 16244449, ""id_str"": ""16244449"", ""indices"": [75, 82]}, {""screen_name"": ""CardiffGarcia"", ""name"": ""Cardiff Garcia"", ""id"": 21164079, ""id_str"": ""21164079"", ""indices"": [85, 99]}]"
98,98,-0.5574,0.228,0.772,0.0,TheStalwart,2019-03-21 09:42:22,RT Whats the opposite of a Brexit Dividend Tory MPs were warned last night that donors have gone on strike in protest at t ,What's the opposite of a Brexit Dividend? Tory MPs were warned last night that donors have gone on strike in protest at the party's splits. https://t.co/LZlPImqGsZ,61,0,"[{""screen_name"": ""RobDotHutton"", ""name"": ""Robert Hutton"", ""id"": 105236496, ""id_str"": ""105236496"", ""indices"": [3, 16]}]"
99,99,0.4019,0.0,0.847,0.153,TheStalwart,2019-03-21 09:44:59,RT That story includes this astonishing paragraph about where the Conservative Party gets its money from ,That story includes this astonishing paragraph about where the Conservative Party gets its money from. https://t.co/DMW1NzN9vp,327,0,"[{""screen_name"": ""RobDotHutton"", ""name"": ""Robert Hutton"", ""id"": 105236496, ""id_str"": ""105236496"", ""indices"": [3, 16]}]"
100,100,-0.5849,0.35100000000000003,0.649,0.0,TheStalwart,2019-03-21 10:09:48,Whats so bad about not having inflation though ,,3,24,[]
101,101,-0.4404,0.209,0.7909999999999999,0.0,TheStalwart,2019-03-21 10:12:50,RT We don t have enough unemployment We don t have enough inflation ShitOnlyEconomistsSay,“We don’t have enough unemployment” “We don’t have enough inflation” #ShitOnlyEconomistsSay,5,0,"[{""screen_name"": ""IrvingSwisher"", ""name"": ""Neoliberal Sellout (Skanda Amarnath)"", ""id"": 713526017596526593, ""id_str"": ""713526017596526593"", ""indices"": [3, 17]}]"
102,102,-0.09,0.04,0.96,0.0,TheStalwart,2019-03-21 10:20:59,I think whats weird in retrsospect about Powells press conference yesterday is that he actually seemed to be data dependent Were so used to the Fed claiming data dependence but not really meaning it,,2,19,[]
103,103,-0.29600000000000004,0.087,0.9129999999999999,0.0,TheStalwart,2019-03-21 10:30:22,RT No small part of the rise in prominence of MMT is down to the fact that some of its detractors are so dense ,No small part of the rise in prominence of MMT is down to the fact that some of its detractors are so dense https://t.co/E9BmJTcjhl,19,0,"[{""screen_name"": ""Birdyword"", ""name"": ""Mike Bird"", ""id"": 138141969, ""id_str"": ""138141969"", ""indices"": [3, 13]}]"
104,104,0.0,0.0,1.0,0.0,TheStalwart,2019-03-21 10:31:19, Why havent you written it,,0,6,"[{""screen_name"": ""M_C_Klein"", ""name"": ""Matthew C. Klein"", ""id"": 961132338, ""id_str"": ""961132338"", ""indices"": [0, 10]}, {""screen_name"": ""Birdyword"", ""name"": ""Mike Bird"", ""id"": 138141969, ""id_str"": ""138141969"", ""indices"": [11, 21]}]"
105,105,0.0,0.0,1.0,0.0,TheStalwart,2019-03-21 10:36:44,Something that I dont believe but which other people do seem to believe is that the Fed has more insight into whats going on with the economy than anyone else ,,12,65,[]
106,106,0.0772,0.08199999999999999,0.8240000000000001,0.094,TheStalwart,2019-03-21 10:37:07,You often hear stuff like this What does the Fed know that has it so spooked Maybe we should be worried I dont buy it,,2,41,[]
107,107,0.0,0.0,1.0,0.0,TheStalwart,2019-03-21 10:39:00,RT It used to be said that a conservative is a liberal who has been mugged Today a conservative is a liberal ,".@superwuster: It used to be said that a conservative is a liberal who has been mugged. Today, a conservative is a liberal who tried to pay a babysitter without breaking the law. https://t.co/ixaL8ItyJh",7,0,"[{""screen_name"": ""nytopinion"", ""name"": ""New York Times Opinion"", ""id"": 16686144, ""id_str"": ""16686144"", ""indices"": [3, 14]}, {""screen_name"": ""superwuster"", ""name"": ""Tim Wu"", ""id"": 14636374, ""id_str"": ""14636374"", ""indices"": [17, 29]}]"
108,108,-0.4201,0.166,0.8340000000000001,0.0,TheStalwart,2019-03-21 10:41:57,I dont think Ive ever seen analyst say that something the Fed did kind of sucks ,,10,63,[]
109,109,0.2732,0.0,0.8959999999999999,0.10400000000000001,TheStalwart,2019-03-21 10:45:08,RT Well heres one Turkish analyst report Headline says the Fed has given up its pants to the mark ,"@TheStalwart @markets Well, here's one Turkish analyst report. Headline says the Fed has ""given up its pants"" to the market... https://t.co/8UCk7HqGbk",2,0,"[{""screen_name"": ""taylanbilgic"", ""name"": ""taylan bilgic"", ""id"": 1264314223, ""id_str"": ""1264314223"", ""indices"": [3, 16]}, {""screen_name"": ""TheStalwart"", ""name"": ""Joe Weisenthal"", ""id"": 14096763, ""id_str"": ""14096763"", ""indices"": [18, 30]}, {""screen_name"": ""markets"", ""name"": ""Bloomberg Markets"", ""id"": 69620713, ""id_str"": ""69620713"", ""indices"": [31, 39]}]"
110,110,-0.0516,0.09300000000000001,0.784,0.12300000000000001,TheStalwart,2019-03-21 11:03:02, Yeah I was going to follow up with a caveat that on matters of financial market plumbing it strikes me that the Fed could know more,,0,2,"[{""screen_name"": ""LJKawa"", ""name"": ""Luke Kawa"", ""id"": 601154827, ""id_str"": ""601154827"", ""indices"": [0, 7]}, {""screen_name"": ""tracyalloway"", ""name"": ""Tracy Alloway"", ""id"": 20169416, ""id_str"": ""20169416"", ""indices"": [8, 21]}]"
111,111,0.5859,0.0,0.20800000000000002,0.792,TheStalwart,2019-03-21 11:03:25,Oh wow ,,5,35,[]
112,112,0.7462,0.0,0.759,0.24100000000000002,TheStalwart,2019-03-21 11:12:42,This is so good and have written the clear What Is MMT piece that people have been asking for for a long time ,,99,243,"[{""screen_name"": ""petercoy"", ""name"": ""Peter Coy"", ""id"": 15716419, ""id_str"": ""15716419"", ""indices"": [18, 27]}, {""screen_name"": ""katiadmi"", ""name"": ""Katia Dmitrieva"", ""id"": 111781399, ""id_str"": ""111781399"", ""indices"": [29, 38]}, {""screen_name"": ""boes_"", ""name"": ""Matthew B"", ""id"": 42570063, ""id_str"": ""42570063"", ""indices"": [43, 49]}]"
113,113,-0.3612,0.14300000000000002,0.857,0.0,TheStalwart,2019-03-21 11:25:21,RT This strikes me as the first balanced goodfaith explainer amp critique of MMT from outside ,"This strikes me as the first, balanced good-faith explainer &amp; critique of MMT from outside. 👏 https://t.co/tRUIsRz8TU",5,0,"[{""screen_name"": ""Machiavellecon"", ""name"": ""Neil Smith"", ""id"": 588192211, ""id_str"": ""588192211"", ""indices"": [3, 18]}]"
114,114,-0.29600000000000004,0.10400000000000001,0.8959999999999999,0.0,TheStalwart,2019-03-21 11:38:43,RT Drugmaker Biogen plunges 28 in premarket trading after its decision to stop latestage studies of an Alzheimer s disease dr ,Drugmaker Biogen plunges 28% in pre-market trading after its decision to stop late-stage studies of an Alzheimer’s disease drug https://t.co/bTM8AIiCch https://t.co/cGTkV1IclD,78,0,"[{""screen_name"": ""business"", ""name"": ""Bloomberg"", ""id"": 34713362, ""id_str"": ""34713362"", ""indices"": [3, 12]}]"
115,115,0.4951,0.0,0.769,0.231,TheStalwart,2019-03-21 11:41:31,RT The degree to which the Fed is late to this particular party is almost unbelievable ,The degree to which the Fed is late to this particular party is almost unbelievable. https://t.co/4kD07ZpDaM,15,0,"[{""screen_name"": ""TimDuy"", ""name"": ""Tim Duy"", ""id"": 368751986, ""id_str"": ""368751986"", ""indices"": [3, 10]}]"
116,116,0.0,0.08900000000000001,0.8220000000000001,0.08900000000000001,TheStalwart,2019-03-21 11:54:01, Its interesting that the conclusion of mainstream economists is that all these stars are different from where they thought rather than that their underlying premise is nonsense,,10,57,"[{""screen_name"": ""IrvingSwisher"", ""name"": ""Neoliberal Sellout (Skanda Amarnath)"", ""id"": 713526017596526593, ""id_str"": ""713526017596526593"", ""indices"": [0, 14]}]"
117,117,0.3612,0.0,0.815,0.185,TheStalwart,2019-03-21 11:58:01,What it looks like when you throw red meat at postKeynesian Twitter ,,0,28,[]
118,118,0.0,0.0,1.0,0.0,TheStalwart,2019-03-21 12:00:41,RT Building a methodology around not directlymeasured variables which are estimated by assumi ,@TheStalwart @IrvingSwisher Building a methodology around not directly-measured variables which are estimated by assuming your model is correct is non-falsifiable. The joy of following a non-falsifiable methodology is that you are never proven wrong.,8,0,"[{""screen_name"": ""RomanchukBrian"", ""name"": ""Brian Romanchuk"", ""id"": 2184017301, ""id_str"": ""2184017301"", ""indices"": [3, 18]}, {""screen_name"": ""TheStalwart"", ""name"": ""Joe Weisenthal"", ""id"": 14096763, ""id_str"": ""14096763"", ""indices"": [20, 32]}, {""screen_name"": ""IrvingSwisher"", ""name"": ""Neoliberal Sellout (Skanda Amarnath)"", ""id"": 713526017596526593, ""id_str"": ""713526017596526593"", ""indices"": [33, 47]}]"
119,119,0.6369,0.0,0.7809999999999999,0.21899999999999997,TheStalwart,2019-03-21 12:10:22,RT tbt to one of the greatest tweet of all time NAIRU imaginary point where a Chicag ,"@teasri @TheStalwart @IrvingSwisher #tbt to one of the greatest tweet of all time: ""NAIRU = imaginary point where a Chicago economist would have to give his undocumented immigrant maid a raise""",14,0,"[{""screen_name"": ""zatapatique"", ""name"": ""zatapatique"", ""id"": 1096658581, ""id_str"": ""1096658581"", ""indices"": [3, 15]}, {""screen_name"": ""teasri"", ""name"": ""Sri Thiruvadanthai"", ""id"": 52491924, ""id_str"": ""52491924"", ""indices"": [17, 24]}, {""screen_name"": ""TheStalwart"", ""name"": ""Joe Weisenthal"", ""id"": 14096763, ""id_str"": ""14096763"", ""indices"": [25, 37]}, {""screen_name"": ""IrvingSwisher"", ""name"": ""Neoliberal Sellout (Skanda Amarnath)"", ""id"": 713526017596526593, ""id_str"": ""713526017596526593"", ""indices"": [38, 52]}]"
120,120,-0.4215,0.149,0.851,0.0,TheStalwart,2019-03-21 12:10:42,RT I didn t intend my comment that way at all I thought I was pointing out the weakness in our ,"@TheStalwart @IrvingSwisher I didn’t intend my comment that way at all. I thought I was pointing out the weakness in our current framework, albeit a bit obliquely. If none of the constants are constant, and I they’re not observable, then we have a problem...",3,0,"[{""screen_name"": ""JustinWolfers"", ""name"": ""Justin Wolfers"", ""id"": 327577091, ""id_str"": ""327577091"", ""indices"": [3, 17]}, {""screen_name"": ""TheStalwart"", ""name"": ""Joe Weisenthal"", ""id"": 14096763, ""id_str"": ""14096763"", ""indices"": [19, 31]}, {""screen_name"": ""IrvingSwisher"", ""name"": ""Neoliberal Sellout (Skanda Amarnath)"", ""id"": 713526017596526593, ""id_str"": ""713526017596526593"", ""indices"": [32, 46]}]"
121,121,0.7184,0.0,0.741,0.259,TheStalwart,2019-03-21 12:11:32, Ah fair enough I interpreted it as the constants are still important we just have to get better at figuring out where they are,,0,9,"[{""screen_name"": ""JustinWolfers"", ""name"": ""Justin Wolfers"", ""id"": 327577091, ""id_str"": ""327577091"", ""indices"": [0, 14]}, {""screen_name"": ""IrvingSwisher"", ""name"": ""Neoliberal Sellout (Skanda Amarnath)"", ""id"": 713526017596526593, ""id_str"": ""713526017596526593"", ""indices"": [15, 29]}]"
122,122,0.7357,0.099,0.632,0.26899999999999996,TheStalwart,2019-03-21 12:13:10,You can tell in this photo that was extremely angry with me and that I was trying my best to remain cool But MMT brings out strong feelings ,,0,25,"[{""screen_name"": ""jbarro"", ""name"": ""Josh Barro"", ""id"": 16244449, ""id_str"": ""16244449"", ""indices"": [33, 40]}]"
123,123,0.4019,0.0,0.0,1.0,TheStalwart,2019-03-21 12:14:17, I wish,,0,1,"[{""screen_name"": ""JasonPStarling"", ""name"": ""JPS"", ""id"": 344805898, ""id_str"": ""344805898"", ""indices"": [0, 15]}, {""screen_name"": ""jbarro"", ""name"": ""Josh Barro"", ""id"": 16244449, ""id_str"": ""16244449"", ""indices"": [16, 23]}]"
124,124,0.0,0.0,1.0,0.0,TheStalwart,2019-03-21 12:15:39,RT CVS will start selling CBD products made by Curaleaf one of the largest marijuana companies in the US ,"CVS will start selling CBD products made by Curaleaf, one of the largest marijuana companies in the U.S. https://t.co/AQZorPFa1s",102,0,"[{""screen_name"": ""SitkaWriter"", ""name"": ""Craig Giammona"", ""id"": 110845095, ""id_str"": ""110845095"", ""indices"": [3, 15]}]"
125,125,0.0,0.0,1.0,0.0,TheStalwart,2019-03-21 12:17:38,10year below 25,,5,25,[]
126,126,-0.29600000000000004,0.128,0.872,0.0,TheStalwart,2019-03-21 12:30:22,If stocks are down and longterm rates are lower maybe the Fed was actually hawkish yesterday,,3,14,[]
127,127,0.4215,0.0,0.588,0.41200000000000003,TheStalwart,2019-03-21 12:30:55,Nice beat on Philly Fed,,0,2,[]
128,128,0.4927,0.0,0.653,0.34700000000000003,TheStalwart,2019-03-21 12:33:58,This is really good from on Uniqlo ,,4,20,"[{""screen_name"": ""gillianbwhite"", ""name"": ""Gillian B. White"", ""id"": 134915139, ""id_str"": ""134915139"", ""indices"": [25, 39]}]"
129,129,-0.2965,0.201,0.6579999999999999,0.141,TheStalwart,2019-03-21 12:39:26,So much anger for the Fed recognizing that inflation isnt much of a threat right now ,,0,10,[]
130,130,0.0772,0.191,0.6509999999999999,0.158,TheStalwart,2019-03-21 12:46:06,There are some weird teams in this years NCAA tournament Liberty and Vermont both made it Crazy,,1,6,[]
131,131,-0.4201,0.166,0.8340000000000001,0.0,TheStalwart,2019-03-21 12:57:47,This highlighted line is one of the most vicious burns Ive seen in a Bloomberg story ,,16,55,[]
132,132,0.2023,0.0,0.904,0.096,TheStalwart,2019-03-21 12:58:26,I wonder if there will be a lot of tweets from media people when Duke UNC and Syracuse are playing,,1,19,[]
133,133,-0.2411,0.24600000000000002,0.754,0.0,TheStalwart,2019-03-21 12:59:39, Hmm not sure You got any recs,,0,0,"[{""screen_name"": ""dougtee"", ""name"": ""doug tee"", ""id"": 195157522, ""id_str"": ""195157522"", ""indices"": [0, 8]}]"
134,134,-0.5473,0.525,0.475,0.0,TheStalwart,2019-03-21 13:06:43,RT sorry I misread your tweet IDK who think ,@D_Kuehn @besttrousers @JustinWolfers @sam_a_bell @TheStalwart @IrvingSwisher sorry I misread your tweet. IDK who thinks they are stable but basing policy around them implies they exist and are sufficiently stable to be a useful guide. I think we'd be better off without them,1,0,"[{""screen_name"": ""UnlearningEcon"", ""name"": ""Unlearning Economics"", ""id"": 189948728, ""id_str"": ""189948728"", ""indices"": [3, 18]}, {""screen_name"": ""D_Kuehn"", ""name"": ""Daniel Kuehn"", ""id"": 823157329, ""id_str"": ""823157329"", ""indices"": [20, 28]}, {""screen_name"": ""besttrousers"", ""name"": ""Matt Darling \ud83c\udf10"", ""id"": 14202698, ""id_str"": ""14202698"", ""indices"": [29, 42]}, {""screen_name"": ""JustinWolfers"", ""name"": ""Justin Wolfers"", ""id"": 327577091, ""id_str"": ""327577091"", ""indices"": [43, 57]}, {""screen_name"": ""sam_a_bell"", ""name"": ""Sam Bell"", ""id"": 55840043, ""id_str"": ""55840043"", ""indices"": [58, 69]}, {""screen_name"": ""TheStalwart"", ""name"": ""Joe Weisenthal"", ""id"": 14096763, ""id_str"": ""14096763"", ""indices"": [70, 82]}, {""screen_name"": ""IrvingSwisher"", ""name"": ""Neoliberal Sellout (Skanda Amarnath)"", ""id"": 713526017596526593, ""id_str"": ""713526017596526593"", ""indices"": [83, 97]}]"
135,135,-0.8884,0.21,0.7609999999999999,0.028999999999999998,TheStalwart,2019-03-21 13:10:24, Its all really strange And then you hear Well if we dont have inflation then we might slip into deflation but thats just question begging Because unless that deflation is a symptom of something bad having gone on then I still dont see why thats bad,,1,15,"[{""screen_name"": ""modestproposal1"", ""name"": ""modest proposal"", ""id"": 355866075, ""id_str"": ""355866075"", ""indices"": [0, 16]}]"
136,136,-0.7876,0.225,0.647,0.129,TheStalwart,2019-03-21 13:13:57, This strikes me as something strictly true in theory but is probably nonsense in practice Maybe if you fear hyperinflation then sure But in the real world I dont think thats actual human behavior and can just as easily imagine fear of higher prices leading to more savings,,1,7,"[{""screen_name"": ""Positada"", ""name"": ""Positada"", ""id"": 2567273182, ""id_str"": ""2567273182"", ""indices"": [0, 9]}, {""screen_name"": ""modestproposal1"", ""name"": ""modest proposal"", ""id"": 355866075, ""id_str"": ""355866075"", ""indices"": [10, 26]}]"
137,137,0.0,0.0,1.0,0.0,TheStalwart,2019-03-21 13:14:58,RT Joe just see what happens when you disobey the Inflation Expectations Gods Japan Me l ,"@TheStalwart @modestproposal1 Joe, just see what happens when you disobey the Inflation Expectations Gods! Japan! Me: lol wtf, Japan is awesome. Better healthcare, better technology, better infrastructure, better housing.",1,0,"[{""screen_name"": ""IrvingSwisher"", ""name"": ""Neoliberal Sellout (Skanda Amarnath)"", ""id"": 713526017596526593, ""id_str"": ""713526017596526593"", ""indices"": [3, 17]}, {""screen_name"": ""TheStalwart"", ""name"": ""Joe Weisenthal"", ""id"": 14096763, ""id_str"": ""14096763"", ""indices"": [19, 31]}, {""screen_name"": ""modestproposal1"", ""name"": ""modest proposal"", ""id"": 355866075, ""id_str"": ""355866075"", ""indices"": [32, 48]}]"
138,138,-0.29600000000000004,0.324,0.441,0.235,TheStalwart,2019-03-21 13:18:10,RT Pretty horrific nearmiss in Italy this morning ,Pretty horrific near-miss in Italy this morning https://t.co/Un2HJjWCT5,29,0,"[{""screen_name"": ""tomgara"", ""name"": ""Tom Gara"", ""id"": 5845492, ""id_str"": ""5845492"", ""indices"": [3, 11]}]"
139,139,0.2023,0.0,0.87,0.13,TheStalwart,2019-03-21 13:34:58,Important caveat to this which is that in Europe literally everything is impossible ,,1,10,[]
140,140,0.0,0.0,1.0,0.0,TheStalwart,2019-03-21 13:35:27,Why did they wait until 930 to open the stock market today,,1,25,[]
141,141,0.0,0.0,1.0,0.0,TheStalwart,2019-03-21 13:42:14,Canadian tuxedos on the NYSE floor,,2,14,[]
142,142,0.3182,0.0,0.909,0.091,TheStalwart,2019-03-21 14:13:36,RT to be fair to the british government if I had two years for a deadline due 29 March 2019 I d only be starting my plan today,"to be fair to the british government, if I had two years for a deadline due 29 March 2019, I’d only be starting my plan today",259,0,"[{""screen_name"": ""elenaatt"", ""name"": ""Elena"", ""id"": 116203012, ""id_str"": ""116203012"", ""indices"": [3, 12]}]"
143,143,0.0,0.0,1.0,0.0,TheStalwart,2019-03-21 14:19:58,Barclays says this is why more scooters and bicycles could be such a gamechanger for cities ,,8,17,[]
